rung,Cre,Cim,Cabs
1,1.2565041167043896,0.0,1.2565041167043896
2,-0.6986900348216165,0.0,0.6986900348216165
3,0.30597472446280893,0.0,0.30597472446280893
4,-0.1842312577873434,0.0,0.1842312577873434
5,0.10650683971171304,0.0,0.10650683971171304
6,-0.09373756920411912,0.0,0.09373756920411912
7,0.08256327850829626,0.0,0.08256327850829626
8,-0.0665762627648894,0.0,0.0665762627648894
9,0.052236053800275004,0.0,0.052236053800275004
10,-0.04817945934631227,0.0,0.04817945934631227
11,0.0444769242824142,0.0,0.0444769242824142
12,-0.03784234772769255,0.0,0.03784234772769255
13,0.032675708182970026,0.0,0.032675708182970026
14,-0.030516709569326346,0.0,0.030516709569326346
15,0.028682423874384536,0.0,0.028682423874384536
16,-0.02460038624294612,0.0,0.02460038624294612
17,0.021951092608434423,0.0,0.021951092608434423
18,-0.02067253966593208,0.0,0.02067253966593208
19,0.019576266663604805,0.0,0.019576266663604805
20,-0.017335911189205945,0.0,0.017335911189205945
21,0.016154036613449493,0.0,0.016154036613449493
22,-0.015286060343762816,0.0,0.015286060343762816
23,0.014625164826379891,0.0,0.014625164826379891
24,-0.013434085096312812,0.0,0.013434085096312812
25,0.013315777286615423,0.0,0.013315777286615423
26,-0.012073801959739441,0.0,0.012073801959739441
27,0.01208486440355124,0.0,0.01208486440355124
28,-0.010481846381838036,0.0,0.010481846381838036
29,0.010777672649005431,0.0,0.010777672649005431
30,-0.009210297486968111,0.0,0.009210297486968111
31,0.009878539672700238,0.0,0.009878539672700238
32,-0.00592655704619187,0.0,0.00592655704619187
33,0.005452326682866696,0.0,0.005452326682866696
34,-0.0036322556797944577,0.0,0.0036322556797944577
35,0.0034874990150725003,0.0,0.0034874990150725003
36,-0.0009361307764348759,0.0,0.0009361307764348759
37,0.0007865564337919099,0.0,0.0007865564337919099
38,0.00036711651043331824,0.0,0.00036711651043331824
39,-0.0006025813396736152,0.0,0.0006025813396736152
40,0.0020234258601888066,0.0,0.0020234258601888066
41,-0.0018258523653503142,0.0,0.0018258523653503142
42,0.002366866955925526,0.0,0.002366866955925526
43,-0.002450491206444863,0.0,0.002450491206444863
44,0.003060120509298066,0.0,0.003060120509298066
45,-0.0027886550928156763,0.0,0.0027886550928156763
46,0.0029985164835769256,0.0,0.0029985164835769256
47,-0.0030215072143980923,0.0,0.0030215072143980923
48,0.003399371514010678,0.0,0.003399371514010678
49,-0.003159418925047402,0.0,0.003159418925047402
50,0.0031657309480526787,0.0,0.0031657309480526787
51,-0.003107299174940977,0.0,0.003107299174940977
52,0.003252096656773218,0.0,0.003252096656773218
53,-0.0030612736674187663,0.0,0.0030612736674187663
54,0.0030221072525280375,0.0,0.0030221072525280375
55,-0.0029371414053805055,0.0,0.0029371414053805055
56,0.002922778807787369,0.0,0.002922778807787369
57,-0.0027877966762731967,0.0,0.0027877966762731967
58,0.0027079402537575343,0.0,0.0027079402537575343
59,-0.0026647158797665675,0.0,0.0026647158797665675
60,0.0026163157853544014,0.0,0.0026163157853544014
61,-0.0025336377811484307,0.0,0.0025336377811484307
62,0.002385368919110666,0.0,0.002385368919110666
63,-0.002372475846406268,0.0,0.002372475846406268
64,0.002337747426471139,0.0,0.002337747426471139
65,-0.0023031165123775714,0.0,0.0023031165123775714
66,0.0021875744114388026,0.0,0.0021875744114388026
67,-0.002178827032065642,0.0,0.002178827032065642
68,0.0021067439973043644,0.0,0.0021067439973043644
69,-0.00207607368452699,0.0,0.00207607368452699
70,0.00191143187166776,0.0,0.00191143187166776
71,-0.0019292474331510337,0.0,0.0019292474331510337
72,0.0018538223064341747,0.0,0.0018538223064341747
73,-0.0018646430501232495,0.0,0.0018646430501232495
74,0.0017770381787457984,0.0,0.0017770381787457984
75,-0.0017990080557452463,0.0,0.0017990080557452463
76,0.0017059919554659384,0.0,0.0017059919554659384
77,-0.0017493285960448466,0.0,0.0017493285960448466
78,0.0015631910929654086,0.0,0.0015631910929654086
79,-0.0016405733225955462,0.0,0.0016405733225955462
80,0.0015887303739642491,0.0,0.0015887303739642491
81,-0.0016430616674909305,0.0,0.0016430616674909305
82,0.0015169608824504343,0.0,0.0015169608824504343
83,-0.0015461793140820529,0.0,0.0015461793140820529
84,0.0014792570912850903,0.0,0.0014792570912850903
85,-0.001515655173864944,0.0,0.001515655173864944
86,0.0013183009398106838,0.0,0.0013183009398106838
87,-0.0013444365637683476,0.0,0.0013444365637683476
88,0.0013453529443936073,0.0,0.0013453529443936073
89,-0.0013763448266318852,0.0,0.0013763448266318852
90,0.001300483003280909,0.0,0.001300483003280909
91,-0.0013274894024053008,0.0,0.0013274894024053008
92,0.0011789313626496163,0.0,0.0011789313626496163
93,-0.0011948806792299795,0.0,0.0011948806792299795
94,0.0009427410359732693,0.0,0.0009427410359732693
95,-0.0009436662843204789,0.0,0.0009436662843204789
96,0.0009221304237649491,0.0,0.0009221304237649491
97,-0.0009257226841194891,0.0,0.0009257226841194891
98,0.00067344330720663,0.0,0.00067344330720663
99,-0.0006606420742896655,0.0,0.0006606420742896655
100,0.0005899988458976729,0.0,0.0005899988458976729
101,-0.0005444351763955723,0.0,0.0005444351763955723
102,0.0005485270546282228,0.0,0.0005485270546282228
103,-0.0004926473030802839,0.0,0.0004926473030802839
104,4.89579383383309e-6,0.0,4.89579383383309e-6
105,5.239198081713609e-6,0.0,5.239198081713609e-6
106,4.247693007230691e-5,0.0,4.247693007230691e-5
107,4.9947038717969004e-6,0.0,4.9947038717969004e-6
108,-1.4834114555006742e-5,0.0,1.4834114555006742e-5
109,0.0004538566472316063,0.0,0.0004538566472316063
110,-0.00035746976891070167,0.0,0.00035746976891070167
111,0.00048504249769748775,0.0,0.00048504249769748775
112,-0.000438547102278351,0.0,0.000438547102278351
113,0.0009345366575788056,0.0,0.0009345366575788056
114,-0.0011555764001962736,0.0,0.0011555764001962736
115,0.0012876438020732017,0.0,0.0012876438020732017
116,-0.0017608303127465209,0.0,0.0017608303127465209
117,0.0029767010495735297,0.0,0.0029767010495735297
118,-0.003990492672450034,0.0,0.003990492672450034
119,0.00581482673648261,0.0,0.00581482673648261
